cpp_code,rust_code
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
#include <bits/stdc++.h>
using namespace std;

int main() {
    vector<int> v1 = {2, 4, 1, 5, 3};
    vector<int> v2;

    // Copying vector v1 into vector v2
    copy(v1.begin(), v1.end(), back_inserter(v2));

    for (auto i : v2)
        cout << i << "" "";
    return 0;
}
```","Here is the translation from C++ to Rust.
```
fn main() {
    let v1 = vec![2, 4, 1, 5, 3];
    let mut v2 = Vec::new();

    // Copying vector v1 into vector v2
    v2.extend_from_slice(&v1);

    for i in v2.iter() {
        print!(""{} "", i);
    }
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ Program to Implement stack using Class Templates
 
// Including input output libraries
#include <iostream>
// Header File including all string functions
#include <string>
 
using namespace std;
 
// Taking size of stack as 10
#define SIZE 5
 
// Class
// To represent stack using template by class
// taking class in template
template <class T> class Stack {
    // Public access modifier
public:
    // Empty constructor
    Stack();
 
    // Method 1
    // To add element to stack which can be any type
    // using stack push() operation
    void push(T k);
 
    // Method 2
    // To remove top element from stack
    // using pop() operation
    T pop();
 
    // Method 3
    // To print top element in stack
    // using peek() method
    T topElement();
 
    // Method 4
    // To check whether stack is full
    // using isFull() method
    bool isFull();
 
    // Method 5
    // To check whether stack is empty
    // using isEmpty() method
    bool isEmpty();
 
private:
    // Taking data member top
    int top;
 
    // Initialising stack(array) of given size
    T st[SIZE];
};
 
// Method 6
// To initialise top to
// -1(default constructor)
template <class T> Stack<T>::Stack() { top = -1; }
 
// Method 7
// To add element element k to stack
template <class T> void Stack<T>::push(T k)
{
 
    // Checking whether stack is completely filled
    if (isFull()) {
        // Display message when no elements can be pushed
        // into it
        cout << ""Stack is full\n"";
    }
 
    // Inserted element
    cout << ""Inserted element "" << k << endl;
 
    // Incrementing the top by unity as element
    // is to be inserted
    top = top + 1;
 
    // Now, adding element to stack
    st[top] = k;
}
 
// Method 8
// To check if the stack is empty
template <class T> bool Stack<T>::isEmpty()
{
    if (top == -1)
        return 1;
    else
        return 0;
}
 
// Utility methods
 
// Method 9
// To check if the stack is full or not
template <class T> bool Stack<T>::isFull()
{
    // Till top in inside the stack
    if (top == (SIZE - 1))
        return 1;
    else
 
        // As top can not exceeds th size
        return 0;
}
 
// Method 10
template <class T> T Stack<T>::pop()
{
    // Initialising a variable to store popped element
    T popped_element = st[top];
 
    // Decreasing the top as
    // element is getting out from the stack
    top--;
 
    // Returning the element/s that is/are popped
    return popped_element;
}
 
// Method 11
template <class T> T Stack<T>::topElement()
{
    // Initialising a variable to store top element
    T top_element = st[top];
 
    // Returning the top element
    return top_element;
}
 
// Method 12
// Main driver method
int main()
{
 
    // Creating object of Stack class in main() method
    // Declaring objects of type Integer and String
    Stack<int> integer_stack;
    Stack<string> string_stack;
 
    // Adding elements to integer stack object
    // Custom integer entries
    integer_stack.push(2);
    integer_stack.push(54);
    integer_stack.push(255);
 
    // Adding elements to string stack
    // Custom string entries
    string_stack.push(""Welcome"");
    string_stack.push(""to"");
    string_stack.push(""GeeksforGeeks"");
 
    // Now, removing element from integer stack
    cout << integer_stack.pop() << "" is removed from stack""
         << endl;
 
    // Removing top element from string stack
    cout << string_stack.pop() << "" is removed from stack ""
         << endl;
 
    // Print and display the top element in integer stack
    cout << ""Top element is "" << integer_stack.topElement()
         << endl;
 
    // Print and display the top element in string stack
    cout << ""Top element is "" << string_stack.topElement()
         << endl;
 
    return 0;
}
```","Here is the translation from C++ to Rust.
```
use std::fmt::Debug;

// Define a struct for Stack with a generic type T
const SIZE: usize = 5; // Defining stack size as constant

struct Stack<T> {
    top: i32,
    st: [Option<T>; SIZE],
}

impl<T: Debug> Stack<T> { // Add the Debug trait bound here
    // Constructor for the Stack struct
    fn new() -> Self {
        Stack {
            top: -1,
            st: [None, None, None, None, None], // Initialize with None, representing an empty stack
        }
    }

    // Method to push an element onto the stack
    fn push(&mut self, k: T) {
        if self.is_full() {
            println!(""Stack is full"");
            return;
        }
        self.top += 1;
        self.st[self.top as usize] = Some(k);
        println!(""Inserted element {:?}"", self.st[self.top as usize]);
    }

    // Method to check if the stack is empty
    fn is_empty(&self) -> bool {
        self.top == -1
    }

    // Method to check if the stack is full
    fn is_full(&self) -> bool {
        self.top == (SIZE as i32 - 1)
    }

    // Method to pop an element from the stack
    fn pop(&mut self) -> Option<T> {
        if self.is_empty() {
            println!(""Stack is empty"");
            return None;
        }
        let popped_element = self.st[self.top as usize].take(); // Take the element out
        self.top -= 1;
        popped_element
    }

    // Method to get the top element of the stack
    fn top_element(&self) -> Option<&T> {
        if self.is_empty() {
            println!(""Stack is empty"");
            return None;
        }
        self.st[self.top as usize].as_ref()
    }
}

fn main() {
    // Creating instances of Stack for integer and string types
    let mut integer_stack = Stack::<i32>::new();
    let mut string_stack = Stack::<String>::new();

    // Adding elements to the integer stack
    integer_stack.push(2);
    integer_stack.push(54);
    integer_stack.push(255);

    // Adding elements to the string stack
    string_stack.push(""Welcome"".to_string());
    string_stack.push(""to"".to_string());
    string_stack.push(""GeeksforGeeks"".to_string());

    // Removing an element from the integer stack
    if let Some(popped) = integer_stack.pop() {
        println!(""{} is removed from stack"", popped);
    }

    // Removing the top element from the string stack
    if let Some(popped) = string_stack.pop() {
        println!(""{} is removed from stack"", popped);
    }

    // Print the top element in the integer stack
    if let Some(top) = integer_stack.top_element() {
        println!(""Top element is {:?}"", top);
    }

    // Print the top element in the string stack
    if let Some(top) = string_stack.top_element() {
        println!(""Top element is {:?}"", top);
    }
}

```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ Program to find permutation 
// of string using rotate() function
#include <bits/stdc++.h>
using namespace std;

// Recursive Function to generate permutation
void recurPermute(string s, string x, set<string> &res) {

    // if string s becomes empty, then 
    // we have permutation stored in x
    if (s.size() == 0) {
        
        // store the permutation in res
        res.insert(x);
        return;
    }

    // else iterate through the string
    for (int i = 0; i < s.size(); i++) {

        // remove the first character from 
        // string s and add to string x
        recurPermute(s.substr(1), x + s[0], res);

        // rotating such that second element becomes first
        rotate(s.begin(), s.begin() + 1, s.end());
    }
}

// Function to find all permutation of string
vector<string> findPermutation(string &s){

    // to store all the permutations
    set<string> res;

    // call the recursive function
    recurPermute(s, """", res);

    // stores all unique permutation
    vector<string> ans;
    for(auto i:res){
        ans.push_back(i);
    }
    return ans;
}
int main() {
    string s = ""ABC"";
    vector<string> ans = findPermutation(s);
    for(auto i: ans){
        cout << i << "" "";
    }
    return 0;
}
```","Here is the translation from C++ to Rust.
```
use std::collections::HashSet;

// Recursive function to generate permutations
fn recur_permute(s: &str, x: String, res: &mut HashSet<String>) {
    // If string s becomes empty, then we have a permutation stored in x
    if s.is_empty() {
        // Store the permutation in res
        res.insert(x);
        return;
    }

    // Iterate through the string
    for i in 0..s.len() {
        // Remove the first character from string s and add to string x
        let first_char = &s[i..i + 1]; // Take the character at position `i`
        let rest = format!(""{}{}"", &s[0..i], &s[i + 1..]); // Remove this character from `s`

        // Recursive call with updated values
        let next_x = format!(""{}{}"", x, first_char);
        recur_permute(&rest, next_x, res); // Pass the remaining string and the new prefix
    }
}

// Function to find all permutations of the string
fn find_permutation(s: &str) -> Vec<String> {
    // To store all unique permutations
    let mut res = HashSet::new();

    // Call the recursive function
    recur_permute(s, String::new(), &mut res);

    // Return the results as a vector
    let mut ans: Vec<String> = res.into_iter().collect();
    ans.sort(); // Sort the result to match the order of output in the C++ program
    ans
}

fn main() {
    let s = ""ABC"";
    let ans = find_permutation(s);

    // Print the permutations
    for i in ans {
        println!(""{}"", i);
    }
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ program to generate random double
// Using random function
#include <iostream>
#include <time.h>
using namespace std;
 
// Driver Code
int main()
{
    const long max_rand = 1000000L;
 
    double lower_bound = 0;
    double upper_bound = 100;
 
    srandom(time(NULL));
 
      // Using random function to
      // get random double value
    double random_double = lower_bound
                           + (upper_bound - lower_bound)
                                 * (random() % max_rand)
                                 / max_rand;
 
    cout << random_double << endl;
 
    return 0;
}
```","Here is the translation from C++ to Rust.
```
use rand::{Rng, SeedableRng}; // Import Rng and SeedableRng traits
use std::time::SystemTime;

fn main() {
    let lower_bound: f64 = 0.0;
    let upper_bound: f64 = 100.0;

    // Get the current time to seed the random number generator
    let seed = SystemTime::now().duration_since(SystemTime::UNIX_EPOCH)
        .expect(""Time went backwards"")
        .as_secs();

    // Initialize the random number generator with the seed
    let mut rng = rand::rngs::StdRng::seed_from_u64(seed);

    // Generate the random double within the range [lower_bound, upper_bound)
    let random_double: f64 = lower_bound + (upper_bound - lower_bound) * rng.gen::<f64>();

    // Print the random double value
    println!(""{}"", random_double);
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// A C++ Program to Implement a Calendar
// of an year
#include<bits/stdc++.h>
using namespace std;
 
/*A Function that returns the index of the day
  of the date- day/month/year
  For e.g-
 
  Index     Day
  0         Sunday
  1         Monday
  2         Tuesday
  3         Wednesday
  4         Thursday
  5         Friday
  6         Saturday*/
int dayNumber(int day, int month, int year)
{
 
    static int t[] = { 0, 3, 2, 5, 0, 3, 5, 1,
                       4, 6, 2, 4 };
    year -= month < 3;
    return ( year + year/4 - year/100 +
             year/400 + t[month-1] + day) % 7;
}
 
/*
  A Function that returns the name of the month
  with a given month number
 
  Month Number     Name
  0                January
  1                February
  2                March
  3                April
  4                May
  5                June
  6                July
  7                August
  8                September
  9                October
  10               November
  11               December */
string getMonthName(int monthNumber)
{
    string months[] = {""January"", ""February"", ""March"",
                       ""April"", ""May"", ""June"",
                       ""July"", ""August"", ""September"",
                       ""October"", ""November"", ""December""
                      };
 
    return (months[monthNumber]);
}
 
/* A Function to return the number of days in
   a month
 
  Month Number     Name        Number of Days
  0                January     31
  1                February    28 (non-leap) / 29 (leap)
  2                March       31
  3                April       30
  4                May         31
  5                June        30
  6                July        31
  7                August      31
  8                September   30
  9                October     31
  10               November    30
  11               December    31
 
*/
int numberOfDays (int monthNumber, int year)
{
    // January
    if (monthNumber == 0)
        return (31);
 
    // February
    if (monthNumber == 1)
    {
        // If the year is leap then February has
        // 29 days
        if (year % 400 == 0 ||
                (year % 4 == 0 && year % 100 != 0))
            return (29);
        else
            return (28);
    }
 
    // March
    if (monthNumber == 2)
        return (31);
 
    // April
    if (monthNumber == 3)
        return (30);
 
    // May
    if (monthNumber == 4)
        return (31);
 
    // June
    if (monthNumber == 5)
        return (30);
 
    // July
    if (monthNumber == 6)
        return (31);
 
    // August
    if (monthNumber == 7)
        return (31);
 
    // September
    if (monthNumber == 8)
        return (30);
 
    // October
    if (monthNumber == 9)
        return (31);
 
    // November
    if (monthNumber == 10)
        return (30);
 
    // December
    if (monthNumber == 11)
        return (31);
}
 
// Function to print the calendar of the given year
void printCalendar(int year)
{
    printf (""         Calendar - %d\n\n"", year);
    int days;
 
    // Index of the day from 0 to 6
    int current = dayNumber (1, 1, year);
 
    // i --> Iterate through all the months
    // j --> Iterate through all the days of the
    //       month - i
    for (int i = 0; i < 12; i++)
    {
        days = numberOfDays (i, year);
 
        // Print the current month name
        printf(""\n  ------------%s-------------\n"",
               getMonthName (i).c_str());
 
        // Print the columns
        printf(""  Sun  Mon  Tue  Wed  Thu  Fri  Sat\n"");
 
        // Print appropriate spaces
        int k;
        for (k = 0; k < current; k++)
            printf(""     "");
 
        for (int j = 1; j <= days; j++)
        {
            printf(""%5d"", j);
 
            if (++k > 6)
            {
                k = 0;
                printf(""\n"");
            }
        }
 
        if (k)
            printf(""\n"");
 
        current = k;
    }
 
    return;
}
 
// Driver Program to check above functions
int main()
{
    int year = 2016;
    printCalendar(year);
 
    return (0);
}
```","Here is the translation from C++ to Rust.
```
use std::fmt;

// A function that returns the index of the day of the date - day/month/year
// 0 -> Sunday, 1 -> Monday, ..., 6 -> Saturday
fn day_number(day: u32, month: u32, year: u32) -> u32 {
    let t = [0, 3, 2, 5, 0, 3, 5, 1, 4, 6, 2, 4];
    let mut year = year;
    if month < 3 {
        year -= 1;
    }
    (year + year / 4 - year / 100 + year / 400 + t[(month - 1) as usize] + day) % 7
}

// A function to get the month name for a given month number
fn get_month_name(month_number: u32) -> &'static str {
    let months = [
        ""January"", ""February"", ""March"", ""April"", ""May"", ""June"", ""July"", ""August"",
        ""September"", ""October"", ""November"", ""December"",
    ];
    months[month_number as usize]
}

// A function to return the number of days in a month
fn number_of_days(month_number: u32, year: u32) -> u32 {
    match month_number {
        0 | 2 | 4 | 6 | 7 | 9 | 11 => 31, // Months with 31 days
        3 | 5 | 8 | 10 => 30,             // Months with 30 days
        1 => {
            if (year % 400 == 0) || (year % 4 == 0 && year % 100 != 0) {
                29 // Leap year February
            } else {
                28 // Non-leap year February
            }
        }
        _ => 0, // Invalid month (shouldn't happen)
    }
}

// A function to print the calendar for the given year
fn print_calendar(year: u32) {
    println!(""         Calendar - {}\n"", year);

    // Determine the starting day of the year
    let mut current = day_number(1, 1, year);

    // Loop through all months
    for month in 0..12 {
        let days = number_of_days(month, year);

        // Print the current month name
        println!(""\n  ------------{}-------------"", get_month_name(month));

        // Print the column headers
        println!(""  Sun  Mon  Tue  Wed  Thu  Fri  Sat"");

        // Print leading spaces for the first week
        for _ in 0..current {
            print!(""     "");
        }

        // Print the days of the month
        let mut k = current;
        for day in 1..=days {
            print!(""{:5}"", day);

            if k == 6 {
                k = 0;
                println!();
            } else {
                k += 1;
            }
        }

        if k != 0 {
            println!();
        }

        // Set the starting day of the next month
        current = k;
    }
}

fn main() {
    let year = 2016;
    print_calendar(year);
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ Program to print current Day, Date and Time 
#include <ctime> 
#include <iostream> 
using namespace std; 
int main() 
{ 
    // Declaring argument for time() 
    time_t tt; 
  
    // Declaring variable to store return value of 
    // localtime() 
    struct tm* ti; 
  
    // Applying time() 
    time(&tt); 
  
    // Using localtime() 
    ti = localtime(&tt); 
  
    cout << ""Current Day, Date and Time is = ""
         << asctime(ti); 
  
    return 0; 
}
```","Here is the translation from C++ to Rust.
```
use chrono::Local;

fn main() {
    // Get the current local date and time
    let current_datetime = Local::now();

    // Print the current day, date, and time
    println!(""Current Day, Date and Time is = {}"", current_datetime);
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ program to implement Custom Vector
// class
#include ""iostream""
#define ll long long
using namespace std;
 
// Template class to create vector of
// different data_type
template <typename DT>
class GenericMyVector {
private:
    DT* arr;
 
    // Variable to store the current capacity
    // of the vector
    ll capacity;
 
    // Variable to store the length of the
    // vector
    ll length;
 
public:
    explicit GenericMyVector(ll = 100);
 
    // Function that returns the number of
    // elements in array after pushing the data
    ll push_back(DT);
 
    // function that returns the popped element
    DT pop_back();
 
    // Function that return the size of vector
    ll size() const;
    DT& operator[](ll);
 
    // Iterator Class
    class iterator {
    private:
        // Dynamic array using pointers
        DT* ptr;
 
    public:
        explicit iterator()
            : ptr(nullptr)
        {
        }
        explicit iterator(DT* p)
            : ptr(p)
        {
        }
        bool operator==(const iterator& rhs) const
        {
            return ptr == rhs.ptr;
        }
        bool operator!=(const iterator& rhs) const
        {
            return !(*this == rhs);
        }
        DT operator*() const
        {
            return *ptr;
        }
        iterator& operator++()
        {
            ++ptr;
            return *this;
        }
        iterator operator++(int)
        {
            iterator temp(*this);
            ++*this;
            return temp;
        }
    };
 
    // Begin iterator
    iterator begin() const;
 
    // End iterator
    iterator end() const;
};
 
// Template class to return the size of
// vector of different data_type
template <typename DT>
GenericMyVector<DT>::GenericMyVector(ll n)
    : capacity(n), arr(new DT[n]), length(0)
{
}
 
// Template class to insert the element
// in vector
template <typename DT>
ll GenericMyVector<DT>::push_back(DT data)
{
    if (length == capacity) {
        DT* old = arr;
        arr = new DT[capacity = capacity * 2];
        copy(old, old + length, arr);
        delete[] old;
    }
    arr[length++] = data;
    return length;
}
 
// Template class to return the popped element
// in vector
template <typename DT>
DT GenericMyVector<DT>::pop_back()
{
    return arr[length-- - 1];
}
 
// Template class to return the size of
// vector
template <typename DT>
ll GenericMyVector<DT>::size() const
{
    return length;
}
 
// Template class to return the element of
// vector at given index
template <typename DT>
DT& GenericMyVector<DT>::operator[](ll index)
{
    // if given index is greater than the
    // size of vector print Error
    if (index >= length) {
        cout << ""Error: Array index out of bound"";
        exit(0);
    }
 
    // else return value at that index
    return *(arr + index);
}
 
// Template class to return begin iterator
template <typename DT>
typename GenericMyVector<DT>::iterator 
                      GenericMyVector<DT>::begin() const
{
    return iterator(arr);
}
 
// Template class to return end iterator
template <typename DT>
typename GenericMyVector<DT>::iterator 
                        GenericMyVector<DT>::end() const
{
    return iterator(arr + length);
}
 
// Template class to display element in
// vector
template <typename V>
void display_vector(V& v)
{
    // Declare iterator
    typename V::iterator ptr;
    for (ptr = v.begin(); ptr != v.end(); ptr++) {
        cout << *ptr << ' ';
    }
    cout << '\n';
}
 
// Driver code
int main()
{
    cout << ""For Integer data_type"" << endl;
 
    GenericMyVector<int> v;
    v.push_back(5);
    v.push_back(6);
    v.push_back(7);
    v.push_back(8);
    v.push_back(9);
    v.push_back(10);
    v.push_back(11);
    v.push_back(12);
 
    // Declare iterator for traversal in
    // vector v
    GenericMyVector<int>::iterator it;
 
    // Function called to display element in
    // vector in v
    cout << ""Element in vector v : "";
    display_vector(v);
 
    // Print the size of vector v
    cout << ""size: "" << v.size() << endl;
 
    // Print Element at index 2
    cout << ""v[2]: "" << v[2] << '\n';
 
    // Pop an element and print it
    cout << ""Popped Element: "" << v.pop_back() << '\n';
    display_vector(v);
 
    cout << endl;
 
    cout << ""For Char data_type"" << endl;
 
    GenericMyVector<char> c;
    c.push_back('a');
    c.push_back('b');
    c.push_back('c');
    c.push_back('d');
    c.push_back('e');
    c.push_back('f');
    c.push_back('g');
    c.push_back('h');
 
    // Declare iterator for traversal in
    // vector c
    GenericMyVector<char>::iterator it1;
 
    // Function called to display element in
    // vector in c
    cout << ""Element in vector c : "";
    display_vector(c);
 
    // Print the size of vector c
    cout << ""size: "" << c.size() << '\n';
 
    // Print Element at index 2
    cout << ""c[2]: "" << c[2] << '\n';
 
    // Pop an element and print it
    cout << ""pop: "" << c.pop_back() << '\n';
 
    // Function called to display element in
    // vector in c
    cout << ""Element in vector c : "";
    display_vector(c);
    return 0;
}
```","Here is the translation from C++ to Rust.
```
use std::fmt::Debug;

// Custom vector implementation in Rust
struct GenericMyVector<DT> {
    arr: Vec<DT>,
}

impl<DT> GenericMyVector<DT> {
    // Constructor to initialize the vector
    fn new() -> Self {
        GenericMyVector { arr: Vec::new() }
    }

    // Function to push an element to the vector
    fn push_back(&mut self, data: DT) -> usize {
        self.arr.push(data);
        self.arr.len()
    }

    // Function to pop an element from the vector
    fn pop_back(&mut self) -> Option<DT> {
        self.arr.pop()
    }

    // Function to return the size of the vector
    fn size(&self) -> usize {
        self.arr.len()
    }

    // Function to get a reference to an element at a given index
    fn get(&self, index: usize) -> Option<&DT> {
        self.arr.get(index)
    }

    // Function to iterate over the vector
    fn iter(&self) -> std::slice::Iter<DT> {
        self.arr.iter()
    }
}

// Function to display the elements of the vector
fn display_vector<T: Debug>(v: &GenericMyVector<T>) {
    for element in v.iter() {
        print!(""{:?} "", element);
    }
    println!();
}

fn main() {
    // Working with integers
    println!(""For Integer data_type"");

    let mut v = GenericMyVector::<i32>::new();
    v.push_back(5);
    v.push_back(6);
    v.push_back(7);
    v.push_back(8);
    v.push_back(9);
    v.push_back(10);
    v.push_back(11);
    v.push_back(12);

    // Display the elements in the vector
    println!(""Element in vector v: "");
    display_vector(&v);

    // Print the size of the vector
    println!(""size: {}"", v.size());

    // Print the element at index 2
    if let Some(value) = v.get(2) {
        println!(""v[2]: {}"", value);
    }

    // Pop an element and print it
    if let Some(popped) = v.pop_back() {
        println!(""Popped Element: {}"", popped);
    }

    display_vector(&v);

    println!();

    // Working with characters
    println!(""For Char data_type"");

    let mut c = GenericMyVector::<char>::new();
    c.push_back('a');
    c.push_back('b');
    c.push_back('c');
    c.push_back('d');
    c.push_back('e');
    c.push_back('f');
    c.push_back('g');
    c.push_back('h');

    // Display the elements in the vector
    println!(""Element in vector c: "");
    display_vector(&c);

    // Print the size of the vector
    println!(""size: {}"", c.size());

    // Print the element at index 2
    if let Some(value) = c.get(2) {
        println!(""c[2]: {}"", value);
    }

    // Pop an element and print it
    if let Some(popped) = c.pop_back() {
        println!(""pop: {}"", popped);
    }

    // Display the elements after popping
    display_vector(&c);
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// CPP program to count the number of
// unique triplets whose XOR is 0
#include <bits/stdc++.h>
using namespace std;
 
// function to count the number of 
// unique triplets whose xor is 0
int countTriplets(int a[], int n) 
{
    // To store values that are present
    unordered_set<int> s;
    for (int i = 0; i < n; i++)
        s.insert(a[i]);
     
    // stores the count of unique triplets
    int count = 0;
     
    // traverse for all i, j pairs such that j>i
    for (int i = 0; i < n-1; i++) {
        for (int j = i + 1; j < n; j++) {
 
          // xor of a[i] and a[j]
          int xr = a[i] ^ a[j];
     
          // if xr of two numbers is present, 
          // then increase the count
          if (s.find(xr) != s.end() && xr != a[i] && 
                                       xr != a[j])
            count++;
        }
    }
     
    // returns answer
    return count / 3;
}
 
// Driver code to test above function
int main() 
{
    int a[] = {1, 3, 5, 10, 14, 15};
    int n = sizeof(a) / sizeof(a[0]);   
    cout << countTriplets(a, n);    
    return 0;
}
```","Here is the translation from C++ to Rust.
```
use std::collections::HashSet;

fn count_triplets(arr: &[i32]) -> usize {
    let unique_values: HashSet<i32> = arr.iter().cloned().collect();
    let mut count = 0;
    let n = arr.len();

    for i in 0..n - 1 {
        for j in i + 1..n {
            let xr = arr[i] ^ arr[j];
            if unique_values.contains(&xr) && xr != arr[i] && xr != arr[j] {
                count += 1;
            }
        }
    }
    count / 3
}

fn main() {
    let arr = [1, 3, 5, 10, 14, 15];
    let result = count_triplets(&arr);
    println!(""{}"", result);
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ program to find quotient
// and remainder
#include <iostream>
using namespace std;

// Driver code
int main()
{
    int Dividend, Quotient, Divisor, Remainder;

    cout << ""Enter Dividend & Divisor: "";
    cin >> Dividend >> Divisor;

    // Check for division by zero
    if (Divisor == 0) {
        cout << ""Error: Divisor cannot be zero."" << endl;
    } else {
        Quotient = Dividend / Divisor;
        Remainder = Dividend % Divisor;

        cout << ""The Quotient = "" << Quotient << endl;
        cout << ""The Remainder = "" << Remainder << endl;
    }
    return 0;
}
```","Here is the translation from C++ to Rust.
```
use std::io;

fn main() {
    let mut input = String::new();
    println!(""Enter Dividend & Divisor: "");
    io::stdin().read_line(&mut input).expect(""Failed to read input"");
    let numbers: Vec<i32> = input
        .trim()
        .split_whitespace()
        .filter_map(|s| s.parse().ok())
        .collect();
    
    if numbers.len() != 2 {
        println!(""Error: Please enter two integers."");
        return;
    }
    
    let (dividend, divisor) = (numbers[0], numbers[1]);
    
    if divisor == 0 {
        println!(""Error: Divisor cannot be zero."");
    } else {
        let quotient = dividend / divisor;
        let remainder = dividend % divisor;
        println!(""The Quotient = {}"", quotient);
        println!(""The Remainder = {}"", remainder);
    }
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ program to find the size of int, char, 
// float and double data types 
#include <iostream> 
using namespace std; 
  
int main() 
{ 
    int integerType; 
    char charType; 
    float floatType; 
    double doubleType; 
  
    // Calculate and Print 
    // the size of integer type 
    cout << ""Size of int is: "" << sizeof(integerType) 
         << ""\n""; 
  
    // Calculate and Print 
    // the size of doubleType 
    cout << ""Size of char is: "" << sizeof(charType) << ""\n""; 
  
    // Calculate and Print 
    // the size of charType 
    cout << ""Size of float is: "" << sizeof(floatType) 
         << ""\n""; 
  
    // Calculate and Print 
    // the size of floatType 
    cout << ""Size of double is: "" << sizeof(doubleType) 
         << ""\n""; 
  
    return 0; 
}
```","Here is the translation from C++ to Rust.
```
fn main() {
    println!(""Size of int is: {} bytes"", std::mem::size_of::<i32>());
    println!(""Size of char is: {} bytes"", std::mem::size_of::<char>());
    println!(""Size of float is: {} bytes"", std::mem::size_of::<f32>());
    println!(""Size of double is: {} bytes"", std::mem::size_of::<f64>());
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ Program to initialize std::vector by
// pushing values one by one
#include <bits/stdc++.h>
using namespace std;

int main() {
    vector<int> v;

    // Pushing Value one by one
    v.push_back(11);
    v.push_back(23);
    v.push_back(45);
    v.push_back(89);

    for (auto i : v)
        cout << i << "" "";
    return 0;
}
```","Here is the translation from C++ to Rust.
```
fn main() {
    let v = vec![11, 23, 45, 89];
    
    for i in &v {
        print!(""{} "", i);
    }
    println!();
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ Program to initializ the std::vector
// with specific value
#include <bits/stdc++.h>
using namespace std;

int main() {

    // Initializing all the elements of a
      // vector using a single value
    vector<int> v(5, 11);

    for (auto i : v)
        cout << i << "" "";
    return 0;
}
```","Here is the translation from C++ to Rust.
```
fn main() {
    let v = vec![11; 5];
    
    for i in &v {
        print!(""{} "", i);
    }
    println!();
}
```
"
